iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","23,588,139.08","0.12","23,588,139.08","11,198.00","2,106.46","United States","NASDAQ","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","23,376,748.05","0.12","23,376,748.05","32,545.00","718.29","United States","NASDAQ","USD","1.00","USD","-"
"BP.","BP PLC","Energy","Equity","23,233,738.88","0.12","23,233,738.88","4,143,439.00","5.61","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"REL","RELX PLC","Industrials","Equity","23,103,217.29","0.12","23,103,217.29","466,516.00","49.52","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"WELL","WELLTOWER INC","Real Estate","Equity","22,821,049.98","0.12","22,821,049.98","150,873.00","151.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENB","ENBRIDGE INC","Energy","Equity","22,793,748.98","0.12","22,793,748.98","524,524.00","43.46","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","22,653,383.10","0.12","22,653,383.10","85,945.00","263.58","United States","NASDAQ","USD","1.00","USD","-"
"OR","LOREAL SA","Consumer Staples","Equity","22,565,751.07","0.12","22,565,751.07","56,849.00","396.94","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"SAF","SAFRAN SA","Industrials","Equity","22,527,461.76","0.12","22,527,461.76","81,593.00","276.09","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","22,374,616.05","0.12","22,374,616.05","185,205.00","120.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","22,309,039.84","0.12","22,309,039.84","67,204.00","331.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","22,228,499.30","0.12","22,228,499.30","37,205.00","597.46","Sweden","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","22,174,964.54","0.12","22,174,964.54","260,606.00","85.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","22,173,222.30","0.12","22,173,222.30","97,170.00","228.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","21,902,204.22","0.12","21,902,204.22","60,034.00","364.83","United States","NASDAQ","USD","1.00","USD","-"
"UCG","UNICREDIT","Financials","Equity","21,836,287.57","0.12","21,836,287.57","372,811.00","58.57","Italy","Borsa Italiana","USD","0.92","EUR","-"
"1299","AIA GROUP LTD","Financials","Equity","21,835,403.74","0.12","21,835,403.74","2,727,600.00","8.01","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","21,831,406.30","0.11","21,831,406.30","169,367.00","128.90","China","NASDAQ","USD","1.00","USD","-"
"ABBN","ABB LTD","Industrials","Equity","21,619,218.86","0.11","21,619,218.86","386,214.00","55.98","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"CI","CIGNA","Health Care","Equity","21,490,444.80","0.11","21,490,444.80","67,836.00","316.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrials","Equity","21,433,727.66","0.11","21,433,727.66","2,059,277.00","10.41","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"BNP","BNP PARIBAS SA","Financials","Equity","21,321,278.03","0.11","21,321,278.03","250,575.00","85.09","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","21,095,888.00","0.11","21,095,888.00","286,240.00","73.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","20,918,363.84","0.11","20,918,363.84","321,376.00","65.09","United States","NASDAQ","USD","1.00","USD","-"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Equity","20,913,973.61","0.11","20,913,973.61","1,442,513.00","14.50","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","20,867,813.74","0.11","20,867,813.74","1,462,124.00","14.27","India","National Stock Exchange Of India","USD","86.80","INR","-"
"BATS","BRITISH AMERICAN TOBACCO","Consumer Staples","Equity","20,856,846.54","0.11","20,856,846.54","501,965.00","41.55","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","20,828,770.53","0.11","20,828,770.53","32,690.00","637.16","Germany","Xetra","USD","0.92","EUR","-"
"MCK","MCKESSON CORP","Health Care","Equity","20,743,249.25","0.11","20,743,249.25","31,657.00","655.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","20,707,842.06","0.11","20,707,842.06","175,401.00","118.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","20,572,198.29","0.11","20,572,198.29","7,577.00","2,715.07","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"MMM","3M","Industrials","Equity","20,556,798.54","0.11","20,556,798.54","134,174.00","153.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","20,246,337.15","0.11","20,246,337.15","303,771.00","66.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESSILORLUXOTTICA SA","Health Care","Equity","20,188,913.92","0.11","20,188,913.92","70,127.00","287.89","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","20,123,943.75","0.11","20,123,943.75","23,475.00","857.25","United States","NASDAQ","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","20,040,791.00","0.11","20,040,791.00","58,556.00","342.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","19,927,123.02","0.10","19,927,123.02","60,543.00","329.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","19,655,915.34","0.10","19,655,915.34","22,295,260.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6861","KEYENCE CORP","Information Technology","Equity","19,648,948.27","0.10","19,648,948.27","47,800.00","411.07","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","19,582,877.90","0.10","19,582,877.90","31,505.00","621.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISP","INTESA SANPAOLO","Financials","Equity","19,574,013.40","0.10","19,574,013.40","3,710,654.00","5.28","Italy","Borsa Italiana","USD","0.92","EUR","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","19,549,898.97","0.10","19,549,898.97","14,503.00","1,347.99","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","19,485,592.56","0.10","19,485,592.56","55,524.00","350.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","19,424,526.13","0.10","19,424,526.13","973,944.00","19.94","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","19,397,599.10","0.10","19,397,599.10","1,326,821.00","14.62","India","National Stock Exchange Of India","USD","86.80","INR","-"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","19,028,115.64","0.10","19,028,115.64","352,000.00","54.06","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"000660","SK HYNIX INC","Information Technology","Equity","18,923,599.94","0.10","18,923,599.94","132,998.00","142.28","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"CSL","CSL LTD","Health Care","Equity","18,879,207.01","0.10","18,879,207.01","119,499.00","157.99","Australia","Asx - All Markets","USD","1.57","AUD","-"
"CS","AXA SA","Financials","Equity","18,860,790.48","0.10","18,860,790.48","439,873.00","42.88","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","18,819,286.56","0.10","18,819,286.56","294,696.00","63.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","18,650,092.56","0.10","18,650,092.56","13,724.00","1,358.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","18,565,294.32","0.10","18,565,294.32","47,484.00","390.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","18,227,005.01","0.10","18,227,005.01","110,353.00","165.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7974","NINTENDO LTD","Communication","Equity","18,227,984.38","0.10","18,227,984.38","263,300.00","69.23","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","18,203,415.23","0.10","18,203,415.23","71,071.00","256.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","18,164,465.14","0.10","18,164,465.14","40,046.00","453.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIO","RIO TINTO PLC","Materials","Equity","18,164,755.45","0.10","18,164,755.45","286,056.00","63.50","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","17,734,577.22","0.09","17,734,577.22","26,141.00","678.42","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","17,696,844.58","0.09","17,696,844.58","90,674.00","195.17","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","17,660,402.88","0.09","17,660,402.88","152,666.00","115.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","17,553,738.77","0.09","17,553,738.77","456,800.00","38.43","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"WMB","WILLIAMS INC","Energy","Equity","17,445,589.03","0.09","17,445,589.03","298,777.00","58.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMO","BANK OF MONTREAL","Financials","Equity","17,397,591.44","0.09","17,397,591.44","177,647.00","97.93","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","17,172,203.88","0.09","17,172,203.88","40,732.00","421.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","17,153,489.28","0.09","17,153,489.28","331,468.00","51.75","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","17,089,673.29","0.09","17,089,673.29","188,399.00","90.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","17,052,827.95","0.09","17,052,827.95","66,845.00","255.11","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","16,938,987.02","0.09","16,938,987.02","137,069.00","123.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","16,895,613.62","0.09","16,895,613.62","348,896.00","48.43","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","16,875,560.61","0.09","16,875,560.61","37,211.00","453.51","United States","NASDAQ","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","16,831,200.13","0.09","16,831,200.13","223,803.00","75.21","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","16,754,460.00","0.09","16,754,460.00","96,290.00","174.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","16,730,578.58","0.09","16,730,578.58","5,097.00","3,282.44","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","16,678,098.64","0.09","16,678,098.64","76,316.00","218.54","United States","NASDAQ","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","16,644,305.97","0.09","16,644,305.97","171,009.00","97.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","16,595,838.73","0.09","16,595,838.73","116,405.00","142.57","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"INGA","ING GROEP NV","Financials","Equity","16,595,064.67","0.09","16,595,064.67","820,191.00","20.23","Netherlands","Euronext Amsterdam","USD","0.92","EUR","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","16,584,142.65","0.09","16,584,142.65","334,021.00","49.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","16,551,922.50","0.09","16,551,922.50","33,745.00","490.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","16,479,747.20","0.09","16,479,747.20","236,608.00","69.65","United States","NASDAQ","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","16,279,604.94","0.09","16,279,604.94","55,322.00","294.27","United States","NASDAQ","USD","1.00","USD","-"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","16,270,625.65","0.09","16,270,625.65","110,100.00","147.78","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"DG","VINCI SA","Industrials","Equity","16,259,315.96","0.09","16,259,315.96","125,898.00","129.15","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"BDX","BECTON DICKINSON","Health Care","Equity","16,121,934.29","0.08","16,121,934.29","70,763.00","227.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","16,095,751.71","0.08","16,095,751.71","757,478.00","21.25","United Kingdom","London Stock Exchange","USD","0.77","GBP","Jan 01, 1998"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","16,053,378.99","0.08","16,053,378.99","564,490.00","28.44","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","16,048,675.94","0.08","16,048,675.94","84,529.00","189.86","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","15,971,499.18","0.08","15,971,499.18","378,651.00","42.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","15,964,971.04","0.08","15,964,971.04","838,039.00","19.05","Australia","Asx - All Markets","USD","1.57","AUD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","15,886,323.18","0.08","15,886,323.18","53,739.00","295.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","15,844,688.29","0.08","15,844,688.29","747,902.00","21.19","Australia","Asx - All Markets","USD","1.57","AUD","-"
"RHM","RHEINMETALL AG","Industrials","Equity","15,828,084.35","0.08","15,828,084.35","10,594.00","1,494.05","Germany","Xetra","USD","0.92","EUR","-"
"2454","MEDIATEK INC","Information Technology","Equity","15,800,236.30","0.08","15,800,236.30","366,000.00","43.17","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","Jul 23, 2001"
"ECL","ECOLAB INC","Materials","Equity","15,783,556.44","0.08","15,783,556.44","62,663.00","251.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","15,745,299.17","0.08","15,745,299.17","528,645.00","29.78","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","15,667,761.00","0.08","15,667,761.00","51,060.00","306.85","United States","NASDAQ","USD","1.00","USD","-"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","15,645,187.68","0.08","15,645,187.68","3,074,000.00","5.09","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","Sep 26, 1991"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","15,606,875.87","0.08","15,606,875.87","467,960.00","33.35","Singapore","Singapore Exchange","USD","1.33","SGD","Jan 01, 1998"
"EMR","EMERSON ELECTRIC","Industrials","Equity","15,596,134.18","0.08","15,596,134.18","137,302.00","113.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","15,569,004.00","0.08","15,569,004.00","47,400.00","328.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","15,502,365.47","0.08","15,502,365.47","26,933.00","575.59","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","15,388,027.27","0.08","15,388,027.27","159,181.00","96.67","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","15,218,297.62","0.08","15,218,297.62","92,087.00","165.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","15,163,994.16","0.08","15,163,994.16","4,188.00","3,620.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","14,924,588.80","0.08","14,924,588.80","211,997.00","70.40","United States","NASDAQ","USD","1.00","USD","-"
"1211","BYD LTD H","Consumer Discretionary","Equity","14,888,414.12","0.08","14,888,414.12","300,000.00","49.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","14,845,601.55","0.08","14,845,601.55","63,267.00","234.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INFY","INFOSYS LTD","Information Technology","Equity","14,815,773.62","0.08","14,815,773.62","808,797.00","18.32","India","National Stock Exchange Of India","USD","86.80","INR","-"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","14,801,527.95","0.08","14,801,527.95","767,000.00","19.30","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","14,772,878.38","0.08","14,772,878.38","179,239.00","82.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","14,734,726.70","0.08","14,734,726.70","55,565.00","265.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","14,715,404.10","0.08","14,715,404.10","59,310.00","248.11","United States","NASDAQ","USD","1.00","USD","-"
